일시,지점,일최저체감온도,일최고기온,일평균기온,일최저기온,일평균상대습도,일평균풍속,일최대풍속,한파특보,한파영향예보,동파가능지수3h
2021-01-02,청양(618),-11.6,-0.3,-7.2,-12.9,81,0.4,2.1,주의보,관심,낮음
2021-01-02,음성(619),-16.7,-1,-7.3,-12.9,65,2.2,6.4,주의보,주의,보통
2021-01-02,증평(623),-10.3,-0.5,-5.3,-8.6,74,1.3,5.4,주의보,관심,보통
2021-01-02,태안(627),-8.8,-0.3,-3.3,-7.7,68,1.3,3.5,X, ,낮음
2021-01-02,예산(628),-12.6,0.6,-4.5,-8.6,70,1.2,3.8,X,관심,보통
2021-01-02,아산(634),-12.2,-0.2,-4.4,-9.2,58,1.7,4.7,X,관심,보통
2021-01-02,계룡(636),-14.9,0.9,-5.1,-12.3,64,1.1,4.3,주의보,주의,보통
2021-01-02,연천청산(652),-13.3,-1.2,-7.1,-13.8,49,0.8,2.8,경보,경고,보통
2021-01-02,양양(670),-10.5,2.4,-1.7,-4.5,21,3.1,5.9,X,관심,낮음
2021-01-02,무안(699),-5.7,2.2,-0.3,-2.9,75,2.3,6.8,X, ,낮음
2021-01-02,무주(701),-10.7,0,-3.9,-9.2,64,1.6,4.5,X, ,낮음
2021-01-02,익산(702),-8.2,1.5,-2.2,-7,69,1.9,4.4,X, ,낮음
2021-01-02,진안(703),-14.1,-1.3,-4.8,-11.5,66,1.8,5.6,X, ,낮음
2021-01-02,담양(706),-8.5,2.8,-1.3,-6,78,1.6,5.8,X, ,낮음
2021-01-02,구례(709),-6.9,3.7,0.3,-1.5,62,2.4,4.9,X, ,낮음
2021-01-02,나주(710),-8.5,2.5,-1.1,-6.2,81,1.8,4.9,X, ,낮음
2021-01-02,순천시(712),-6,4.6,0.7,-2.1,55,1.9,5.4,X, ,낮음
2021-01-02,광양읍(713),-4.6,5.5,0.6,-3.3,65,1.5,4.5,X, ,낮음
2021-01-02,장성(730),-8.5,1.8,-1.6,-6.3,75,1.7,5.8,X, ,낮음
2021-01-02,영암(731),-7.1,3.2,-0.7,-5.2,81,2,6.4,X, ,낮음
2021-01-02,보성(732),-8.7,3.3,-2.6,-7.4,74,1.4,4.9,X, ,낮음
2021-01-02,완주(734),-9.9,2.3,-2,-6.6,65,1.3,5.2,X, ,낮음
2021-01-02,김제(737),-8.6,0.8,-2,-3.9,60,2.5,5.6,X, ,낮음
2021-01-02,화순(741),-7,2.4,-0.9,-4,68,1.7,6,X, ,낮음
2021-01-02,함평(754),-7.4,2.4,-0.8,-4.9,83,2.1,5.5,X, ,낮음
2021-01-02,곡성(768),-8,2.5,-1.2,-4.8,64,2.1,5,X, ,낮음
2021-01-02,압해도(789),-4.4,4.4,0.7,-1.6,74,2.3,6.8,X, ,낮음
2021-01-02,영양(801),-13.8,1.3,-4.7,-11.1,56,1.7,5.2,주의보,관심,보통
2021-01-02,성주(810),-8.4,2.4,-2,-6.7,54,2,6.3,X, ,낮음
2021-01-02,고령(812),-10.8,4.1,-2.9,-7.7,64,0.9,3.9,X, ,낮음
2021-01-02,청도(813),-10,3.3,-2.7,-7.5,55,1.7,5.8,X, ,낮음
2021-01-02,예천(815),-11.8,1.3,-3.7,-8.9,46,1.9,5.7,X,관심,보통
2021-01-02,김천(822),-11.7,0.4,-2.5,-7.3,48,2.1,4.8,X,관심,낮음
2021-01-02,군위(823),-16.5,1.2,-4.7,-13.5,65,1.7,5.4,주의보,관심,낮음
2021-01-02,칠곡(825),-8.6,2.2,-1.6,-6.1,59,2.1,5.9,X, ,낮음
2021-01-02,경산(827),-7.9,2.2,-1.2,-4.5,44,1.9,5.9,X, ,낮음
2021-01-02,삼척(876),-8.9,3.5,-1.2,-5.5,27,1.7,4.4,X,관심,낮음
2021-01-02,속초(90),-10.2,1.5,-2.5,-6.3,16.8,2.3,5,X,관심,낮음
2021-01-02,삼천포(907),-5,6.8,2,-1.7,52,2.1,5.6,X, ,낮음
2021-01-02,고성(918),-8.1,5.6,-1.1,-6,63,1.6,5.9,X, ,낮음
2021-01-02,창녕(919),-8,4.4,-1.9,-5.9,61,1.5,5.7,X, ,낮음
2021-01-02,함안(920),-11.1,4.7,-2,-7.3,68,1.6,5.8,X, ,낮음
2021-01-02,북춘천(93),-14.1,-0.8,-5.8,-11.8,33.9,1.6,4,경보,경고,보통
2021-01-02,하동(932),-7.2,5.6,0.1,-4.8,64,1.7,7.2,X, ,낮음
2021-01-02,철원(95),-17.5,-2.5,-9,-15.3,49.8,1.1,3.9,경보,경고,높음
2021-01-02,동두천(98),-14,-0.8,-6.3,-11,40,1.8,4.1,주의보,주의,보통
2021-01-02,파주(99),-15.4,-1.6,-7.3,-13.6,47.1,1.6,4.4,주의보,주의,보통
2021-01-03,북강릉(104),-12.4,1.6,-3.2,-8.3,24.3,2.2,7.8,X,관심,낮음
2021-01-03,동해(106),-9.6,3.2,-1,-3.8,21.9,2.8,6,X,관심,낮음
2021-01-03,서울(108),-13.9,-2,-5.6,-9.1,45,2,4.5,X,관심,보통
2021-01-03,인천(112),-13.6,-2.2,-4.9,-7.7,39.4,2,4.8,X,관심,보통
2021-01-03,원주(114),-11.8,-1,-5.6,-10.5,50.5,0.7,2.4,주의보,주의,보통
2021-01-03,울릉도(115),-8.3,2.2,-0.2,-1.6,55.5,2.7,5.9,X, ,낮음
2021-01-03,수원(119),-12.8,-0.4,-5.5,-10.1,57.1,1.7,4.8,X,관심,보통
2021-01-03,영월(121),-13.1,-0.3,-4.9,-9.8,46.6,1.4,3.7,주의보,주의,보통
2021-01-03,충주(127),-14.7,-1.1,-6.5,-12.2,56.3,0.9,2.5,주의보,주의,보통
2021-01-03,서산(129),-11.7,0,-4.6,-10.4,64.3,1,2.8,X, ,낮음
2021-01-03,울진(130),-11.8,3.8,-1.3,-5.1,27.3,3.4,7.1,X,관심,낮음
2021-01-03,청주(131),-11.2,-0.9,-4,-8.2,50.8,1,2,주의보,주의,보통
2021-01-03,대전(133),-12.3,0,-4.1,-8.5,63.8,0.8,2.1,X, ,보통
2021-01-03,추풍령(135),-15,-1.3,-4.4,-7.5,50,4.2,7,X,관심,보통
2021-01-03,안동(136),-13.5,1.2,-3.5,-6.9,36.6,3.2,5.1,주의보,주의,보통
2021-01-03,상주(137),-13.9,1,-3.2,-7,47.8,2.6,4.8,X, ,보통
2021-01-03,포항(138),-9.5,2.9,-0.7,-4.1,33,3,7.4,X, ,낮음
2021-01-03,군산(140),-8.9,0.1,-2.6,-6.7,59,1,2.3,X, ,낮음
2021-01-03,대구(143),-10.1,2.1,-1.3,-4.1,42.5,4,7.4,X, ,낮음
2021-01-03,전주(146),-8.1,1.4,-2.1,-5.7,56,1,2.9,X, ,낮음
2021-01-03,울산(152),-8.3,3,-0.3,-2.9,32.9,2.8,5.2,X, ,낮음
2021-01-03,창원(155),-8.9,2.7,-1.2,-3.9,34.5,1.9,4.2,X, ,낮음
2021-01-03,광주(156),-8.4,3.7,-0.6,-3.5,54.6,2.1,4.1,X, ,낮음
2021-01-03,부산(159),-7.9,3.7,0.1,-2.7,31,2.4,5.6,X, ,낮음
2021-01-03,통영(162),-6.8,5.3,0.9,-2.2,40.9,2.1,4.9,X, ,낮음
2021-01-03,목포(165),-7.5,1.8,-0.3,-2.7,60.4,2.5,5.1,X, ,낮음
2021-01-03,여수(168),-9.5,4.8,1.4,-1.6,39.1,5.4,11.3,X, ,낮음
2021-01-03,흑산도(169),-3.8,4.1,2.6,1.1,71.9,3.8,8.2,X, ,낮음
2021-01-03,완도(170),-3.9,4.6,1.4,-1.9,59.3,1.2,3.8,X, ,낮음
2021-01-03,고창(172),-11.7,0.5,-2.7,-5.6,64.6,3.4,7.1,X, ,보통
2021-01-03,제주(184),-1.5,6.3,4.5,2.7,57,2.5,4.6,X, ,낮음
2021-01-03,진주(192),-8.5,5.7,0.1,-5,40.9,1.1,3.7,X, ,낮음
2021-01-03,양평(202),-13.2,0,-5.5,-11.2,48.9,1.4,3.6,주의보,주의,보통
2021-01-03,이천(203),-13.7,0.2,-5.5,-11.8,49.5,1,3.4,주의보,주의,보통
2021-01-03,인제(211),-16.3,-1.1,-5.9,-10.7,39.8,2.3,4.8,경보,경고,높음
2021-01-03,홍천(212),-18.8,-0.9,-7.5,-14.1,55.9,1,4.2,경보,경고,높음
2021-01-03,태백(216),-16.1,-3.8,-6.9,-10.1,35.1,1.6,4.3,주의보,주의,높음
2021-01-03,정선군(217),-16.1,-1.1,-5.4,-9.5,33.4,2.9,9,주의보,주의,보통
2021-01-03,제천(221),-14.9,-1.7,-6.7,-13.5,53.8,1.1,3.7,주의보,주의,높음
2021-01-03,보은(226),-14.9,-0.8,-6.6,-12.8,69.6,0.8,3.6,주의보,주의,보통
2021-01-03,천안(232),-14.3,-0.2,-5.8,-12.3,65.1,0.9,2.6,주의보,주의,보통
2021-01-03,보령(235),-9.9,0,-3.3,-7.3,62.6,1.1,2.3,X, ,보통
2021-01-03,부여(236),-12.4,-0.1,-5.1,-10.4,75.9,0.4,2.1,X,관심,보통
2021-01-03,금산(238),-13.4,0.2,-5.4,-11.3,69.6,0.6,2.1,주의보,주의,보통
2021-01-03,세종(239),-12.3,-1,-4.6,-9.2,59.1,0.8,2.2,주의보,주의,보통
2021-01-03,부안(243),-8.6,0.7,-2.4,-6.8,68.9,0.8,2.6,X, ,낮음
2021-01-03,임실(244),-11.3,1,-4.1,-9.5,67.6,0.9,4.2,X,관심,보통
2021-01-03,정읍(245),-9.3,0.3,-3,-6.6,64,1.3,2.9,X, ,보통
2021-01-03,남원(247),-11.8,2.7,-3,-7.6,66.5,1.4,3.5,X, ,보통
2021-01-03,장수(248),-16.2,-0.5,-6.1,-11.4,72.6,1.3,4.5,X,관심,보통
2021-01-03,영광군(252),-6.8,1.2,-2.3,-5,62.9,0.7,2.3,X, ,보통
2021-01-03,김해시(253),-8.4,3.7,-0.8,-4.2,36.4,1.9,5.4,X, ,낮음
2021-01-03,순창군(254),-11.5,2.3,-3,-7.5,72.9,1.3,4.6,X, ,보통
2021-01-03,양산시(257),-6.7,4.7,0.9,-2.4,35.3,2.2,4.7,X, ,낮음
2021-01-03,강진군(259),-6.7,3.6,0,-3.3,60.5,2.4,5.7,X,관심,낮음
2021-01-03,장흥(260),-5.4,3.4,-0.1,-5.2,60,1.7,4.9,X,관심,낮음
2021-01-03,해남(261),-7,3.2,-1.2,-4.6,67.8,1.4,4.2,X,관심,낮음
2021-01-03,고흥(262),-5.9,4.7,0,-3.4,55.9,1.2,4.2,X,관심,낮음
2021-01-03,의령군(263),-11.7,5.2,-2,-7.2,56.8,1.2,3.4,X, ,낮음
2021-01-03,함양군(264),-8.9,4,-0.7,-6,40.6,1.9,3.9,X, ,보통
2021-01-03,진도군ASOS(268),-6.2,3.2,0,-3.4,71.6,1.8,4.4,X, ,낮음
2021-01-03,봉화(271),-17.5,-1.1,-6.1,-11.7,46,2.3,7.2,주의보,주의,보통
2021-01-03,영주(272),-16.8,-1.2,-4,-7.6,41.8,6,8.5,주의보,주의,보통
2021-01-03,문경(273),-13.9,-0.3,-3.5,-8.7,42.5,3.5,6.1,X, ,보통
2021-01-03,청송군(276),-14.7,0.5,-4.2,-7.7,37,3.6,7.3,주의보,주의,보통
2021-01-03,영덕(277),-10.6,2.8,-2.3,-7.5,35.9,2.7,6.9,X,관심,낮음
2021-01-03,의성(278),-14.1,1.9,-5.7,-12.5,61.5,1.1,5.4,주의보,주의,보통
2021-01-03,구미(279),-8.7,2.4,-1.5,-5.3,44.3,1.5,3.2,X, ,낮음
2021-01-03,영천(281),-10.9,1.6,-1.8,-5,42.3,2.9,5.9,X, ,보통
2021-01-03,경주시(283),-12.4,2.1,-1.6,-6.4,35.6,3.7,10,X, ,낮음
2021-01-03,거창(284),-11.1,3.3,-2.7,-8.2,47.9,1.3,3.9,X, ,보통
2021-01-03,합천(285),-9.9,5.4,-2.5,-7.5,59.3,0.7,2.7,X, ,낮음
2021-01-03,밀양(288),-6.4,3.7,-0.6,-5.5,36.5,1.4,5.5,X, ,보통
2021-01-03,산청(289),-10,3.9,-0.5,-3.8,38.3,2.9,6.8,X, ,낮음
2021-01-03,거제(294),-5.1,3.4,0.5,-2.9,45.1,1.1,3.2,X, ,낮음
2021-01-03,남해(295),-4.7,4.8,0.4,-2.6,51.3,0.5,1.8,X, ,낮음
2021-01-03,부천(433),-10.5,-1,-4.7,-8.1,,0.7,1.8,X,관심,보통
2021-01-03,안양(434),-13.8,-0.5,-3.9,-6.9,,1.9,6.3,X,관심,보통
2021-01-03,광명(437),-11.8,-0.8,-4.2,-7.7,,1.1,3.2,X,관심,보통
2021-01-03,군포(438),-12.4,0,-4.3,-7.9,,1,3,X,관심,보통
2021-01-03,김포(441),-13.7,-1.4,-5.9,-9.9,,0.9,4.2,주의보,주의,보통
2021-01-03,하남(444),-13,-1,-6.6,-11.9,,0.4,1.6,X,관심,보통
2021-01-03,의왕(445),-13.1,-1.7,-6.8,-11.7,,0.9,3.1,X,관심,보통
2021-01-03,포천(504),-18.5,-1.4,-8.4,-14.9,53,1.4,4.4,경보,경고,높음
2021-01-03,가평조종(505),-18.2,-2.1,-8.5,-14.7,51,1.2,3.6,주의보,주의,높음
2021-01-03,안성(516),-14.3,-0.5,-6.1,-11.7,56,1.2,4.1,주의보,주의,보통
2021-01-03,간성(517),-13.3,2.6,-2.2,-5.3,18,3.3,5.8,X,관심,보통
2021-01-03,평창(526),-18.7,-1.9,-8.1,-14.7,50,1.4,4.6,경보,경고,높음
2021-01-03,의정부(532),-16.6,-2,-7.3,-12.7,51,1,3,주의보,주의,보통
2021-01-03,횡성(536),-17.6,-0.3,-8.3,-14.9,68,1,4.4,경보,경고,높음
2021-01-03,고양(540),-14.4,-1.1,-7.4,-12.9,48,0.9,3.6,주의보,주의,보통
2021-01-03,남양주(541),-17.4,0.3,-6.2,-11.6,46,1.2,4.1,X,관심,보통
2021-01-03,안산(545),-13.4,0.8,-6.6,-13.5,63,0.5,2.8,X,관심,보통
2021-01-03,경기광주(546),-15.2,0.4,-6.4,-12.5,47,0.9,3.1,주의보,주의,보통
2021-01-03,여주(548),-16,-1,-5.9,-11.4,49,1.4,3.6,주의보,주의,보통
2021-01-03,용인(549),-13.9,0.2,-5.4,-10.9,45,1.2,3.6,주의보,주의,보통
2021-01-03,오산(550),-12.1,-0.2,-5.4,-10.8,45,1.1,3,X,관심,보통
2021-01-03,평택(551),-13.6,-0.6,-4.8,-10,50,1.8,3.9,X,관심,보통
2021-01-03,화천(555),-19.7,0,-8.7,-14.6,58,1,3.5,경보,경고,높음
2021-01-03,양구(556),-21.1,-0.4,-9.6,-16.3,52,1.3,4.1,경보,경고,높음
2021-01-03,시흥(565),-15.3,-0.2,-6.8,-12.2,58,1.1,4.7,X,관심,보통
2021-01-03,구리(569),-14.2,-0.5,-5.9,-11.3,44,1.1,3.2,X,관심,보통
2021-01-03,화성(571),-12.6,-0.8,-5.2,-9.8,45,0.9,2.7,X,관심,보통
2021-01-03,성남(572),-11.8,0.1,-5.6,-10.7,38,0.8,3.1,X,관심,보통
2021-01-03,과천(590),-14.4,-0.1,-5.8,-11.3,50,1.3,4.1,X,관심,보통
2021-01-03,양주(598),-18.8,-2.5,-9.2,-14.9,55,1,3.9,주의보,주의,보통
2021-01-03,단양(601),-14.2,-1,-5.8,-10.6,56,1,3.4,주의보,주의,보통
2021-01-03,진천(602),-14.8,0,-5.3,-11.3,59,1.5,3.1,주의보,주의,보통
2021-01-03,괴산(603),-15,-0.8,-7.3,-13.6,64,0.9,3.4,주의보,주의,보통
2021-01-03,옥천(604),-12.3,-0.2,-5.4,-11.1,68,0.6,2.6,X,관심,보통
2021-01-03,홍북(608),-11.7,-0.4,-5.3,-10.3,68,0.9,3,X,관심,보통
2021-01-03,공주(612),-14.1,-0.2,-6.2,-12.3,72,0.5,1.8,주의보,주의,보통
2021-01-03,서천(614),-13.4,-0.1,-4.7,-10.1,67,0.9,2.7,X,관심,보통
2021-01-03,논산(615),-14.3,0.5,-4.8,-9.8,71,0.6,2.7,X,관심,보통
2021-01-03,당진(616),-13.5,-0.7,-5,-9.9,61,1.2,4,X, ,낮음
2021-01-03,청양(618),-12.7,-0.3,-6.6,-13,75,0.5,2.2,주의보,주의,보통
2021-01-03,음성(619),-17.9,-0.7,-7.7,-13.9,66,1.4,4.5,주의보,주의,보통
2021-01-03,증평(623),-13.5,-0.6,-5.6,-11.2,63,0.8,3.5,주의보,주의,보통
2021-01-03,태안(627),-9.7,-0.2,-3.6,-7.2,68,0.9,2.8,X, ,낮음
2021-01-03,예산(628),-12.7,0.2,-4.5,-9,64,0.9,2.5,X, ,보통
2021-01-03,아산(634),-13.2,-0.5,-4.7,-10,53,1.5,4.5,X,관심,보통
2021-01-03,계룡(636),-16.2,0.1,-6.9,-14.2,70,0.6,2.1,주의보,주의,높음
2021-01-03,연천청산(652),-17.6,-2,-8.5,-13.7,55,0.8,2.4,경보,경고,높음
2021-01-03,양양(670),-13.3,1.2,-2.4,-6,24,4.5,6.6,X,관심,낮음
2021-01-03,무안(699),-7.8,2.8,-0.7,-3.9,68,1.7,5.2,X, ,낮음
2021-01-03,무주(701),-13.8,-0.3,-5.6,-11,69,0.9,2.7,X,관심,보통
2021-01-03,익산(702),-10.2,0.6,-3,-7.9,71,1.3,3.2,X, ,낮음
2021-01-03,진안(703),-15.9,-0.5,-6.2,-12.1,71,1.2,3.8,X,관심,보통
2021-01-03,담양(706),-9.7,3.6,-1.6,-6.3,72,1.5,4.4,X, ,보통
2021-01-03,구례(709),-7.7,4.5,0.2,-2.3,50,1.9,4.4,X, ,낮음
2021-01-03,나주(710),-8.4,3.5,-0.9,-6.5,71,1.7,3.6,X, ,낮음
2021-01-03,순천시(712),-7.1,4.6,0.9,-1.7,40,2.6,5.6,X, ,낮음
2021-01-03,광양읍(713),-5.9,5.4,1,-2.2,49,2,4.7,X, ,낮음
2021-01-03,장성(730),-8,2.4,-1.9,-6.4,72,1.2,4.3,X, ,보통
2021-01-03,영암(731),-7.2,3.1,-1,-5.5,76,1.1,3.9,X, ,낮음
2021-01-03,보성(732),-8.9,2.5,-1.5,-7.4,65,1.3,4.3,X,관심,낮음
2021-01-03,완주(734),-11.5,2.3,-2.6,-7.6,69,1,3.1,X,관심,낮음
2021-01-03,김제(737),-11.3,0,-2.7,-5.5,53,2.1,4.7,X, ,낮음
2021-01-03,화순(741),-9.2,3.4,-0.9,-5.5,61,1.8,6.3,X, ,보통
2021-01-03,함평(754),-8.1,3,-1.2,-4.6,77,1.9,4.6,X, ,낮음
2021-01-03,곡성(768),-10,3.1,-1.8,-6.4,55,2.2,5.1,X, ,보통
2021-01-03,압해도(789),-4.8,2.6,0,-2.9,64,1.3,4,X,관심,낮음
2021-01-03,영양(801),-14.6,1,-4.8,-9.4,47,2.2,5.1,주의보,주의,보통
2021-01-03,성주(810),-12.3,2.4,-2.7,-9.2,47,1.8,6.7,X, ,낮음
2021-01-03,고령(812),-10.7,4.2,-3.5,-9.4,53,1.1,4.8,X,관심,보통
2021-01-03,청도(813),-11.8,2.3,-2.5,-8.3,44,2.6,6.9,X, ,보통
2021-01-03,예천(815),-12.5,1.1,-3.3,-7.7,37,1.7,5.5,X,관심,보통
2021-01-03,김천(822),-11.6,0.5,-4.1,-8,51,2.1,4.8,X,관심,보통
2021-01-03,군위(823),-15.2,1.6,-4.1,-10.6,56,1.9,5.5,주의보,주의,보통
2021-01-03,칠곡(825),-10.3,2.8,-1.5,-6,47,2.7,5.9,X, ,보통
2021-01-03,경산(827),-9.3,2,-1.2,-3.9,34,2.4,5.4,X, ,낮음
2021-01-03,삼척(876),-11.2,3.6,-1.2,-4.5,21,2.4,4.6,X,관심,낮음
2021-01-03,속초(90),-12.6,0.7,-2.5,-5.8,19.4,3.6,7.3,X,관심,보통
2021-01-03,삼천포(907),-6.4,4.1,1.2,-1.9,36,2,4.7,X, ,낮음
2021-01-03,고성(918),-9.4,4.1,-0.8,-6.1,51,1.9,5.3,X,관심,낮음
2021-01-03,창녕(919),-10.5,3.9,-1.7,-7,49,2.2,6.3,X, ,보통
2021-01-03,함안(920),-10.4,4,-2.6,-8,59,1,3.4,X, ,낮음
2021-01-03,북춘천(93),-18.3,-0.9,-8.1,-14.5,51.1,1.1,4,경보,경고,보통
2021-01-03,하동(932),-8,5.6,-0.2,-5,57,0.9,2.2,X,관심,낮음
2021-01-03,철원(95),-19.2,-2.8,-10,-16,55.9,1,4.2,경보,경고,높음
2021-01-03,동두천(98),-15.1,-1.5,-7.7,-12.7,50.3,1.1,3.9,주의보,주의,보통
2021-01-03,파주(99),-16.7,-2.3,-8.6,-14.7,55.4,0.8,4.3,주의보,주의,보통
2021-01-04,북강릉(104),-10.9,4.4,-0.6,-6.9,32.9,1.4,3.2,X,관심,낮음
2021-01-04,동해(106),-6.7,5.5,0.8,-3.2,29.6,1.8,4.5,X,관심,낮음
2021-01-04,서울(108),-14.2,0.3,-3.5,-8.4,51.4,1.7,3.2,X,관심,보통
2021-01-04,인천(112),-12.4,0.3,-3,-6.8,44.8,2.4,5.2,X,관심,보통
2021-01-04,원주(114),-14.4,1.5,-3.9,-11.2,50.8,0.5,1.7,주의보,주의,보통
2021-01-04,울릉도(115),-6.6,4.4,1.1,-0.5,54.9,2.7,6.9,X, ,낮음
2021-01-04,수원(119),-12.8,0.6,-3.6,-10.4,68,1.2,2.6,X,관심,보통
2021-01-04,영월(121),-11,2.9,-3.4,-11.4,53.6,0.6,2.6,주의보,주의,보통
2021-01-04,충주(127),-14.7,1.5,-5,-12.4,57.5,0.6,1.5,주의보,주의,보통
2021-01-04,서산(129),-11.1,1.7,-2.5,-9.1,66.1,1.4,4.4,X, ,보통
2021-01-04,울진(130),-8.4,6.6,0.9,-3,30.3,2.6,6.1,X, ,낮음
2021-01-04,청주(131),-12.3,1.9,-2.8,-8.9,59.6,0.7,2.3,주의보,주의,보통
2021-01-04,대전(133),-11.2,2.5,-2.8,-8.4,67.6,0.7,2.3,X, ,보통
2021-01-04,추풍령(135),-13.9,1.8,-3.7,-9.7,60.9,2.1,5.2,X,관심,보통
2021-01-04,안동(136),-11.9,3.2,-3.3,-10.2,48.4,0.8,2.9,주의보,주의,보통
2021-01-04,상주(137),-10.6,4,-2,-7.4,59.8,1.5,3.9,X, ,보통
2021-01-04,포항(138),-9.4,6.2,1,-2.9,42.8,2.5,5.7,X, ,낮음
2021-01-04,군산(140),-8.9,3.4,-1,-5.8,64.8,1.1,2.7,X, ,낮음
2021-01-04,대구(143),-8.9,5.5,-0.3,-5.8,51.8,1.4,4.4,X, ,낮음
2021-01-04,전주(146),-9.5,5,-0.2,-6,64,0.9,2.4,X, ,낮음
2021-01-04,울산(152),-8.1,6.5,0.8,-4.3,47,2,4.6,X, ,낮음
2021-01-04,창원(155),-6.6,6.3,0.2,-4.7,48.6,0.9,2.6,X, ,낮음
2021-01-04,광주(156),-7.4,6.9,1.2,-3.6,71.8,0.7,2.2,X, ,낮음
2021-01-04,부산(159),-7.9,9,3,-2.2,40.9,2.2,5,X, ,낮음
2021-01-04,통영(162),-5.6,8.2,2.4,-1.6,54.8,1.5,3.7,X, ,낮음
2021-01-04,목포(165),-6.6,7.6,2.5,-2.1,61,2.1,4,X, ,낮음
2021-01-04,여수(168),-4.7,7.5,3.1,-0.7,50.8,2.1,6.3,X, ,낮음
2021-01-04,흑산도(169),-2,9.5,5.6,1.5,78.1,3.2,6.8,X, ,낮음
2021-01-04,완도(170),-5.3,7.9,3.3,-2.2,64.9,0.8,1.9,X, ,낮음
2021-01-04,고창(172),-13,5.1,-2,-7.5,80.6,1.2,3.4,X, ,보통
2021-01-04,제주(184),-0.9,9.2,5.9,2.2,57.8,1.7,3.8,X, ,낮음
2021-01-04,진주(192),-9.3,7.2,-1.5,-7.7,60.5,0.4,1.9,X, ,낮음
2021-01-04,양평(202),-14.2,0.5,-4.6,-11.8,57.3,0.7,2.4,주의보,주의,보통
2021-01-04,이천(203),-15.8,0.5,-4.9,-13.2,62.6,0.6,1.9,주의보,주의,보통
2021-01-04,인제(211),-15.9,0.1,-5.6,-13.1,55.5,1,2.8,주의보,주의,높음
2021-01-04,홍천(212),-16.9,0.3,-5.9,-13.7,62.6,0.6,1.8,경보,경고,높음
2021-01-04,태백(216),-13.3,1,-3.6,-9,45.5,1.5,4.3,주의보,주의,보통
2021-01-04,정선군(217),-15.2,1,-3.8,-10.8,42,1.5,4,주의보,주의,보통
2021-01-04,제천(221),-13.5,0.6,-5,-13.5,59.1,0.5,1.8,주의보,주의,높음
2021-01-04,보은(226),-14.8,1.7,-5.2,-13,70.6,0.5,2.5,주의보,주의,보통
2021-01-04,천안(232),-14.9,1.2,-4.5,-12.2,69.9,0.7,2.4,주의보,주의,보통
2021-01-04,보령(235),-10,3.6,-0.7,-5.9,65.3,1.5,4.4,X, ,보통
2021-01-04,부여(236),-13.4,2,-3.5,-9.5,72.6,0.9,3.8,X,관심,보통
2021-01-04,금산(238),-13.6,2.9,-4.3,-11,74.6,0.5,1.8,주의보,주의,보통
2021-01-04,세종(239),-12.1,1.3,-3.4,-9,60.9,0.7,2.6,주의보,주의,보통
2021-01-04,부안(243),-10.8,3.2,-2.1,-7.8,80.6,0.7,2.8,X, ,보통
2021-01-04,임실(244),-12.5,4.1,-3.3,-10.1,82.6,0.5,1.9,X,관심,보통
2021-01-04,정읍(245),-11.8,1.6,-2.5,-8,78.9,0.7,2.6,X, ,보통
2021-01-04,남원(247),-12.7,5.8,-1.7,-7.8,74.5,1.3,3.1,X, ,낮음
2021-01-04,장수(248),-14.5,3.7,-3.5,-11.7,80.6,0.8,3.3,X,관심,보통
2021-01-04,영광군(252),-10.7,5.1,-1.1,-6.8,77.3,0.7,2.4,X, ,보통
2021-01-04,김해시(253),-8.3,7.3,1,-4.3,49,1.9,4.8,X, ,낮음
2021-01-04,순창군(254),-12,6,-1.7,-7.9,79.9,0.9,2.5,X, ,보통
2021-01-04,양산시(257),-7.4,8.4,1.3,-3.7,55.9,1.6,3.2,X, ,낮음
2021-01-04,강진군(259),-8.1,9.6,1.7,-4.5,67.8,1,2.8,X, ,낮음
2021-01-04,장흥(260),-7.9,8.5,0.8,-6.2,72,0.8,2.7,X, ,낮음
2021-01-04,해남(261),-7.9,8.4,-0.2,-7.2,78.6,0.7,2.5,X, ,낮음
2021-01-04,고흥(262),-6.5,8.6,0.6,-5.9,67.8,0.6,2.8,X, ,낮음
2021-01-04,의령군(263),-12,7.6,-1.7,-8.5,66,1,2.4,X, ,낮음
2021-01-04,함양군(264),-10.2,8.1,-0.8,-7.1,63.5,0.7,3.9,X, ,낮음
2021-01-04,진도군ASOS(268),-7.3,8.7,1.1,-4.1,78.1,1,3.2,X, ,낮음
2021-01-04,봉화(271),-17.2,2,-5.3,-13.1,56,0.9,3.5,주의보,주의,보통
2021-01-04,영주(272),-14.7,2.6,-3.1,-10.8,47.6,2.4,7.2,주의보,주의,보통
2021-01-04,문경(273),-11.2,3,-1.9,-7.3,47.6,1.9,4.5,X, ,보통
2021-01-04,청송군(276),-15.3,3.5,-5.2,-12.8,56.9,1.2,4,주의보,주의,보통
2021-01-04,영덕(277),-11.6,5.5,-0.7,-4.3,41,3.1,6.6,X,관심,낮음
2021-01-04,의성(278),-14.3,3.9,-5.4,-13.2,65.1,0.4,2.6,주의보,주의,보통
2021-01-04,구미(279),-8.1,4.1,-2,-7.1,57.5,0.4,1.4,X, ,낮음
2021-01-04,영천(281),-10.3,4.6,-2.2,-8,57.1,1.2,2.9,X, ,낮음
2021-01-04,경주시(283),-12.4,5.8,-1.5,-7.8,52.3,2.5,6,X, ,낮음
2021-01-04,거창(284),-12.3,7.3,-2.2,-10.2,69,0.6,2.4,X, ,낮음
